"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_posrt"
"188","1.908696","63.215.202.49","192.168.3.131","TCP","1514","80  >  55967 [ACK] Seq=1461 Ack=641 Win=16380 Len=1460 [TCP segment of a reassembled PDU]","80","55967"
"189","1.908697","63.215.202.49","192.168.3.131","HTTP","1336","HTTP/1.1 200 OK  (application/x-javascript)","80","55967"
"190","1.908741","192.168.3.131","63.215.202.49","TCP","54","55967  >  80 [ACK] Seq=641 Ack=4203 Win=64240 Len=0","55967","80"
"191","1.945641","192.168.3.131","65.55.5.232","HTTP","701","GET /ADSAdClient31.dll?GetSAd=&DPJS=0&PN=MSFT&PG=CAIPBB&AP=1455 HTTP/1.1 ","55957","80"
"192","1.953479","192.168.3.131","72.14.213.138","TCP","54","57011  >  80 [ACK] Seq=2840 Ack=1335 Win=16325 Len=0","57011","80"
"193","1.964945","65.55.5.232","192.168.3.131","HTTP","931","HTTP/1.1 200 OK  (text/html)","80","55957"
"194","2.164272","192.168.3.131","65.55.5.232","TCP","54","55957  >  80 [ACK] Seq=1295 Ack=1890 Win=64240 Len=0","55957","80"
"195","2.516837","192.168.3.131","72.14.213.101","TCP","66","55968  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","55968","80"
"196","2.536002","72.14.213.101","192.168.3.131","TCP","66","80  >  55968 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM=1 WS=64","80","55968"
"197","2.536062","192.168.3.131","72.14.213.101","TCP","54","55968  >  80 [ACK] Seq=1 Ack=1 Win=65780 Len=0","55968","80"
"198","2.536344","192.168.3.131","72.14.213.101","TCP","1423","55968  >  80 [PSH, ACK] Seq=1 Ack=1 Win=65780 Len=1369 [TCP segment of a reassembled PDU]","55968","80"
"199","2.536370","192.168.3.131","72.14.213.101","HTTP/XML","333","POST /tbproxy/af/query HTTP/1.1 ","55968","80"
"200","2.556584","72.14.213.101","192.168.3.131","TCP","60","80  >  55968 [ACK] Seq=1 Ack=1370 Win=8512 Len=0","80","55968"
"201","2.557352","72.14.213.101","192.168.3.131","TCP","60","80  >  55968 [ACK] Seq=1 Ack=1649 Win=11200 Len=0","80","55968"
"202","2.557482","192.168.3.131","65.55.17.37","TCP","66","55971  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","55971","80"
"203","2.557884","192.168.3.131","65.55.17.37","HTTP","640","GET /ajax/Horoscope.aspx?zodiacsign=ari&lcid=en-ca HTTP/1.1 ","55954","80"
"204","2.559625","72.14.213.101","192.168.3.131","HTTP/XML","356","HTTP/1.1 200 OK ","80","55968"
"205","2.560320","192.168.3.131","72.14.213.147","HTTP","1134","GET /search?aq=f&sourceid=chrome&ie=UTF-8&q=craigslist+kelowna HTTP/1.1 ","57839","80"
"206","2.575433","65.55.17.37","192.168.3.131","TCP","60","80  >  55971 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460","80","55971"
"207","2.575507","192.168.3.131","65.55.17.37","TCP","54","55971  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0","55971","80"
"208","2.576440","192.168.3.131","65.55.17.37","HTTP","606","GET /ajax/I.aspx HTTP/1.1 ","55971","80"
"209","2.577789","65.55.17.37","192.168.3.131","HTTP/XML","797","HTTP/1.1 200 OK ","80","55954"
"210","2.579752","72.14.213.147","192.168.3.131","TCP","60","80  >  57839 [ACK] Seq=1 Ack=1081 Win=1002 Len=0","80","57839"
"211","2.590176","72.14.213.147","192.168.3.131","TCP","1246","80  >  57839 [PSH, ACK] Seq=1 Ack=1081 Win=1002 Len=1192 [TCP segment of a reassembled PDU]","80","57839"
"212","2.591025","72.14.213.147","192.168.3.131","TCP","1484","80  >  57839 [ACK] Seq=1193 Ack=1081 Win=1002 Len=1430 [TCP segment of a reassembled PDU]","80","57839"
"213","2.591027","72.14.213.147","192.168.3.131","TCP","1484","80  >  57839 [ACK] Seq=2623 Ack=1081 Win=1002 Len=1430 [TCP segment of a reassembled PDU]","80","57839"
"214","2.591030","72.14.213.147","192.168.3.131","TCP","774","80  >  57839 [PSH, ACK] Seq=4053 Ack=1081 Win=1002 Len=720 [TCP segment of a reassembled PDU]","80","57839"
"215","2.591095","192.168.3.131","72.14.213.147","TCP","54","57839  >  80 [ACK] Seq=1081 Ack=4773 Win=16445 Len=0","57839","80"
"216","2.596572","65.55.17.37","192.168.3.131","HTTP/XML","909","HTTP/1.1 200 OK ","80","55971"
"217","2.610272","192.168.3.131","65.55.17.37","HTTP","706","GET /blank.aspx?1295981545068 HTTP/1.1 ","55954","80"
"218","2.616322","192.168.3.131","65.55.17.37","TCP","54","55954  >  80 [FIN, ACK] Seq=1838 Ack=24045 Win=63497 Len=0","55954","80"
"219","2.629484","65.55.17.37","192.168.3.131","HTTP","480","HTTP/1.1 200 OK  (text/html)","80","55954"
"220","2.629550","192.168.3.131","65.55.17.37","TCP","54","55954  >  80 [RST, ACK] Seq=1839 Ack=24471 Win=0 Len=0","55954","80"
"221","2.631717","192.168.3.131","65.54.95.140","HTTP","452","GET /i/D6/8E763C825DC0E388929AE1B375CE18.JPG HTTP/1.1 ","55963","80"
"222","2.642895","192.168.3.131","207.46.216.54","TCP","66","55972  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","55972","80"
"223","2.643272","192.168.3.131","65.54.95.142","TCP","66","55973  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","55973","80"
"224","2.643417","192.168.3.131","66.235.139.121","HTTP","1202","GET /b/ss/msnportalhomepagecaen/1/H.7-pdv-2/s81580283869989?[AQB]&ndh=1&t=25%2F0%2F2011%2010%3A52%3A23%202%20480&ns=msnportal&pageName=MSN%20CanadaMSFTW&g=http%3A%2F%2Fca.msn.com%2F&r=&s=1680x1050&c=32&k=Y&bw=1680&bh=949&hp=N&events=event4&c12=http%3A%2F%2Fca.msn.com%2F%23&c13=wrapper%3EticklerI&c15=1&c16=IEAKTickler%20Prompt%20shown&c17=MSN%20CanadaMSFTW%3AMSFT&c18=&c38=12.0&v12=http%3A%2F%2Fca.msn.com%2F%23&v11=IEAKTickler%20Prompt%20shown&pe=lnk_o&pev2=IEAKTickler%20Prompt%20shown&[AQE] HTTP/1.1 ","55956","80"
"225","2.643513","192.168.3.131","65.55.17.37","HTTP","717","GET /blank.aspx?1295981545103 HTTP/1.1 ","55971","80"
"226","2.646598","65.54.95.140","192.168.3.131","HTTP","1125","HTTP/1.1 200 OK  (JPEG JFIF image)","80","55963"
"227","2.656153","207.46.216.54","192.168.3.131","TCP","60","80  >  55972 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460","80","55972"
"228","2.656212","192.168.3.131","207.46.216.54","TCP","54","55972  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0","55972","80"
"229","2.656409","192.168.3.131","207.46.216.54","HTTP","584","GET /_0nwenca0/00/00?http://ca.msn.com/&&ps=10274&pi=11654&di=210&gt1=&ce=1&cm=wrapper%3EticklerI&hl=IEAKTickler%20Prompt%20shown&su=http%3A%2F%2Fca.msn.com%2Fca.msn.com%2Fdefault.aspxW HTTP/1.1 ","55972","80"
"230","2.656969","65.54.95.142","192.168.3.131","TCP","66","80  >  55973 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=16 SACK_PERM=1","80","55973"
"231","2.656994","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","55973","80"
"232","2.657127","192.168.3.131","65.54.95.142","HTTP","442","GET /br/hp/11/i/en_ie8-tickler.jpg HTTP/1.1 ","55973","80"
"233","2.665702","65.55.17.37","192.168.3.131","HTTP","480","HTTP/1.1 200 OK  (text/html)","80","55971"
"234","2.669132","207.46.216.54","192.168.3.131","HTTP","264","HTTP/1.1 204 No Content ","80","55972"
"235","2.671360","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=1 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"236","2.672125","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=1461 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"237","2.672126","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=2921 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"238","2.672152","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=4381 Win=65700 Len=0","55973","80"
"239","2.679469","66.235.139.121","192.168.3.131","HTTP","631","HTTP/1.1 200 OK  (GIF89a)","80","55956"
"240","2.685425","72.14.213.147","192.168.3.131","TCP","1484","80  >  57839 [ACK] Seq=4773 Ack=1081 Win=1002 Len=1430 [TCP segment of a reassembled PDU]","80","57839"
"241","2.686275","72.14.213.147","192.168.3.131","TCP","1484","80  >  57839 [ACK] Seq=6203 Ack=1081 Win=1002 Len=1430 [TCP segment of a reassembled PDU]","80","57839"
"242","2.686309","192.168.3.131","72.14.213.147","TCP","54","57839  >  80 [ACK] Seq=1081 Ack=7633 Win=16445 Len=0","57839","80"
"243","2.686612","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=4381 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"244","2.687110","72.14.213.147","192.168.3.131","TCP","917","80  >  57839 [PSH, ACK] Seq=7633 Ack=1081 Win=1002 Len=863 [TCP segment of a reassembled PDU]","80","57839"
"245","2.687402","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=5841 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"246","2.687427","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=7301 Win=65700 Len=0","55973","80"
"247","2.688177","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=7301 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"248","2.688178","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=8761 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"249","2.688201","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=10221 Win=65700 Len=0","55973","80"
"250","2.689732","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=10221 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"251","2.691095","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=11681 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"252","2.691124","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=13141 Win=65700 Len=0","55973","80"
"253","2.691644","72.14.213.147","192.168.3.131","HTTP","1401","HTTP/1.1 200 OK ","80","57839"
"254","2.691709","192.168.3.131","72.14.213.147","TCP","54","57839  >  80 [ACK] Seq=1081 Ack=9843 Win=16445 Len=0","57839","80"
"255","2.691864","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=13141 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"256","2.692619","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=14601 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"257","2.692637","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=16061 Win=65700 Len=0","55973","80"
"258","2.693378","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=16061 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"259","2.693379","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=17521 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"260","2.693404","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=18981 Win=65700 Len=0","55973","80"
"261","2.696850","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=18981 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"262","2.697842","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=20441 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"263","2.697869","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=21901 Win=65700 Len=0","55973","80"
"264","2.698618","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=21901 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"265","2.698621","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=23361 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"266","2.698649","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=24821 Win=65700 Len=0","55973","80"
"267","2.699396","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=24821 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"268","2.701090","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=26281 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"269","2.701111","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=27741 Win=65700 Len=0","55973","80"
"270","2.701854","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=27741 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"271","2.702612","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=29201 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"272","2.702639","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=30661 Win=65700 Len=0","55973","80"
"273","2.703380","65.54.95.142","192.168.3.131","TCP","1514","80  >  55973 [ACK] Seq=30661 Ack=389 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55973"
"274","2.703381","65.54.95.142","192.168.3.131","HTTP","1138","HTTP/1.1 200 OK  (JPEG JFIF image)","80","55973"
"275","2.703401","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=33205 Win=65700 Len=0","55973","80"
"276","2.762249","192.168.3.131","72.14.213.101","TCP","54","55968  >  80 [ACK] Seq=1649 Ack=303 Win=65476 Len=0","55968","80"
"277","2.778596","72.14.213.101","192.168.3.131","HTTP/XML","356","[TCP Spurious Retransmission] HTTP/1.1 200 OK ","80","55968"
"278","2.778630","192.168.3.131","72.14.213.101","TCP","66","[TCP Dup ACK 276#1] 55968  >  80 [ACK] Seq=1649 Ack=303 Win=65476 Len=0 SLE=1 SRE=303","55968","80"
"279","2.810162","192.168.3.131","72.14.213.147","HTTP","1266","GET /csi?v=3&s=web&action=&srt=50&e=17259,18167,25907,27893,28186,28254&ei=Fh8_TfP6KITSsAP30anUBQ&expi=17259,18167,25907,27893,28186,28254&imc=3&imn=3&imp=0&rt=xjsls.114,prt.115,xjses.124,xjsee.166,xjs.184,ol.206,iml.115 HTTP/1.1 ","57839","80"
"280","2.847305","192.168.3.131","65.54.95.140","TCP","54","55963  >  80 [ACK] Seq=796 Ack=4311 Win=64308 Len=0","55963","80"
"281","2.863327","192.168.3.131","65.55.17.37","TCP","54","55971  >  80 [ACK] Seq=1216 Ack=1282 Win=62959 Len=0","55971","80"
"282","2.872041","72.14.213.147","192.168.3.131","TCP","60","80  >  57839 [ACK] Seq=9843 Ack=2293 Win=1002 Len=0","80","57839"
"283","2.872318","192.168.3.131","207.46.216.54","TCP","54","55972  >  80 [ACK] Seq=531 Ack=211 Win=64030 Len=0","55972","80"
"284","2.875773","72.14.213.147","192.168.3.131","HTTP","269","HTTP/1.1 204 No Content ","80","57839"
"285","2.882313","192.168.3.131","66.235.139.121","TCP","54","55956  >  80 [ACK] Seq=2202 Ack=1258 Win=64440 Len=0","55956","80"
"286","3.079492","192.168.3.131","72.14.213.147","TCP","54","57839  >  80 [ACK] Seq=2293 Ack=10058 Win=16391 Len=0","57839","80"
"287","4.020298","192.168.3.131","72.14.213.147","HTTP","1157","GET /url?sa=T&source=web&cd=1&ved=0CBUQFjAA&url=http%3A%2F%2Fkelowna.craigslist.ca%2F&ei=Fh8_TfP6KITSsAP30anUBQ HTTP/1.1 ","57839","80"
"288","4.041095","72.14.213.147","192.168.3.131","TCP","60","80  >  57839 [ACK] Seq=10058 Ack=3396 Win=1002 Len=0","80","57839"
"289","4.047620","72.14.213.147","192.168.3.131","HTTP","323","HTTP/1.1 204 No Content ","80","57839"
"290","4.125172","192.168.3.131","208.82.236.129","TCP","66","58264  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","58264","80"
"291","4.149716","192.168.3.131","65.54.95.140","HTTP","452","GET /i/86/998863E64E6ED2A022EECB50A53CC3.jpg HTTP/1.1 ","55963","80"
"292","4.164006","65.54.95.140","192.168.3.131","TCP","1514","80  >  55963 [ACK] Seq=4311 Ack=1194 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55963"
"293","4.164804","65.54.95.140","192.168.3.131","TCP","1514","80  >  55963 [ACK] Seq=5771 Ack=1194 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55963"
"294","4.164805","65.54.95.140","192.168.3.131","TCP","1514","80  >  55963 [ACK] Seq=7231 Ack=1194 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55963"
"295","4.164857","192.168.3.131","65.54.95.140","TCP","54","55963  >  80 [ACK] Seq=1194 Ack=8691 Win=65700 Len=0","55963","80"
"296","4.168204","65.54.95.140","192.168.3.131","TCP","1514","80  >  55963 [ACK] Seq=8691 Ack=1194 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55963"
"297","4.168985","65.54.95.140","192.168.3.131","TCP","1514","80  >  55963 [ACK] Seq=10151 Ack=1194 Win=65696 Len=1460 [TCP segment of a reassembled PDU]","80","55963"
"298","4.168987","65.54.95.140","192.168.3.131","HTTP","1023","HTTP/1.1 200 OK  (JPEG JFIF image)","80","55963"
"299","4.169020","192.168.3.131","65.54.95.140","TCP","54","55963  >  80 [ACK] Seq=1194 Ack=12580 Win=65700 Len=0","55963","80"
"300","4.175781","208.82.236.129","192.168.3.131","TCP","66","80  >  58264 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1","80","58264"
"301","4.175851","192.168.3.131","208.82.236.129","TCP","54","58264  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","58264","80"
"302","4.176249","192.168.3.131","208.82.236.129","HTTP","607","GET / HTTP/1.1 ","58264","80"
"303","4.247351","192.168.3.131","72.14.213.147","TCP","54","57839  >  80 [ACK] Seq=3396 Ack=10327 Win=16324 Len=0","57839","80"
"304","4.248220","208.82.236.129","192.168.3.131","HTTP","270","HTTP/1.1 302 Found  (text/html) (text/html)","80","58264"
"305","4.248221","208.82.236.129","192.168.3.131","TCP","60","80  >  58264 [FIN, ACK] Seq=217 Ack=554 Win=4933 Len=0","80","58264"
"306","4.248327","192.168.3.131","208.82.236.129","TCP","54","58264  >  80 [ACK] Seq=554 Ack=218 Win=65484 Len=0","58264","80"
"307","4.250620","192.168.3.131","208.82.236.129","TCP","54","58264  >  80 [FIN, ACK] Seq=554 Ack=218 Win=65484 Len=0","58264","80"
"308","4.252543","192.168.3.131","208.82.236.129","TCP","66","58265  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","58265","80"
"309","4.300167","208.82.236.129","192.168.3.131","TCP","60","80  >  58264 [ACK] Seq=218 Ack=555 Win=4933 Len=0","80","58264"
"310","4.302376","208.82.236.129","192.168.3.131","TCP","66","80  >  58265 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1","80","58265"
"311","4.302428","192.168.3.131","208.82.236.129","TCP","54","58265  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","58265","80"
"312","4.302736","192.168.3.131","208.82.236.129","HTTP","660","GET / HTTP/1.1 ","58265","80"
"313","4.369199","208.82.236.129","192.168.3.131","TCP","1514","80  >  58265 [PSH, ACK] Seq=1 Ack=607 Win=4986 Len=1460 [TCP segment of a reassembled PDU]","80","58265"
"314","4.370046","208.82.236.129","192.168.3.131","TCP","1514","80  >  58265 [PSH, ACK] Seq=1461 Ack=607 Win=4986 Len=1460 [TCP segment of a reassembled PDU]","80","58265"
"315","4.370049","208.82.236.129","192.168.3.131","TCP","1514","80  >  58265 [PSH, ACK] Seq=2921 Ack=607 Win=4986 Len=1460 [TCP segment of a reassembled PDU]","80","58265"
"316","4.370090","192.168.3.131","208.82.236.129","TCP","54","58265  >  80 [ACK] Seq=607 Ack=4381 Win=65700 Len=0","58265","80"
"317","4.420853","208.82.236.129","192.168.3.131","TCP","1514","80  >  58265 [ACK] Seq=4381 Ack=607 Win=4986 Len=1460 [TCP segment of a reassembled PDU]","80","58265"
"318","4.421640","208.82.236.129","192.168.3.131","HTTP","862","HTTP/1.1 200 OK  (text/html)","80","58265"
"319","4.421641","208.82.236.129","192.168.3.131","TCP","60","80  >  58265 [FIN, ACK] Seq=6649 Ack=607 Win=4986 Len=0","80","58265"
"320","4.421678","192.168.3.131","208.82.236.129","TCP","54","58265  >  80 [ACK] Seq=607 Ack=6650 Win=65700 Len=0","58265","80"
"321","4.422386","192.168.3.131","208.82.236.129","TCP","54","58265  >  80 [FIN, ACK] Seq=607 Ack=6650 Win=65700 Len=0","58265","80"
"322","4.471534","208.82.236.129","192.168.3.131","TCP","60","80  >  58265 [ACK] Seq=6650 Ack=608 Win=4986 Len=0","80","58265"
"323","5.918691","65.54.95.142","192.168.3.131","TCP","60","80  >  55973 [FIN, ACK] Seq=33205 Ack=389 Win=65696 Len=0","80","55973"
"324","5.918725","192.168.3.131","65.54.95.142","TCP","54","55973  >  80 [ACK] Seq=389 Ack=33206 Win=65700 Len=0","55973","80"
"325","7.275679","72.14.213.105","192.168.3.131","TLSv1","115","Application Data","443","57721"
"326","7.276553","72.14.213.105","192.168.3.131","TLSv1","91","Application Data","443","57721"
"327","7.276554","72.14.213.105","192.168.3.131","TCP","60","443  >  57721 [FIN, ACK] Seq=99 Ack=1 Win=257 Len=0","443","57721"
"328","7.276613","192.168.3.131","72.14.213.105","TCP","54","57721  >  443 [ACK] Seq=1 Ack=100 Win=16213 Len=0","57721","443"
"329","7.277042","192.168.3.131","72.14.213.105","TCP","54","57721  >  443 [FIN, ACK] Seq=1 Ack=100 Win=16213 Len=0","57721","443"
